OrderID,CustomerName,Region,Product,Quantity,UnitPrice,SalesDate,DeliveryDate,Discount
1345,Kayla Rodriguez,West,Tablet,3,300,2024-02-24,2024-02-25,0.1
1346,Theresa Williams,East,Tablet,5,300,2024-01-18,2024-01-20,0.1
1347,Sharon Boyd,West,Tablet,2,300,2024-02-07,2024-02-12,0.05
1348,Victor Brown,East,Tablet,5,300,2024-02-16,2024-02-21,0.1
1349,James Parks,West,Laptop,1,850,2024-01-03,2024-01-09,0.1
1350,Theodore Jones Jr.,South,Tablet,4,300,2024-02-09,2024-02-15,0.0
1351,Ana Hill,South,Tablet,5,300,2024-01-19,2024-01-25,0.1
1352,Kimberly Nguyen,East,Laptop,4,850,2024-01-20,2024-01-24,0.0
1353,Kerry Chavez DDS,West,Laptop,4,850,2024-01-27,2024-01-31,0.15
1354,Michael Farrell,North,Mobile,5,400,2024-01-10,2024-01-13,0.1
1355,Patricia Le,North,Mobile,2,400,2024-02-18,2024-02-21,0.0
1356,Jesse Perez,West,Laptop,4,850,2024-01-08,2024-01-11,0.15
1357,Jesse Perry,South,Laptop,1,850,2024-01-04,2024-01-07,0.15
1358,Jeffery Ortega,West,Laptop,2,850,2024-02-22,2024-02-25,0.1
1359,Christian Leblanc,North,Laptop,4,850,2024-02-02,2024-02-06,0.15
1360,Ronald Davis,West,Mobile,1,400,2024-01-06,2024-01-10,0.15
1361,Parker Cain,North,Laptop,5,850,2024-01-23,2024-01-24,0.0
1362,Laurie Hoffman,North,Mobile,5,400,2024-02-26,2024-03-04,0.15
1363,Bryan Gomez,West,Tablet,1,300,2024-02-24,2024-02-25,0.15
1364,Nicole Parrish,East,Mobile,3,400,2024-02-18,2024-02-22,0.1
1365,Tracy Burke,North,Mobile,1,400,2024-02-06,2024-02-11,0.05
1366,Kenneth Lewis,North,Tablet,3,300,2024-01-05,2024-01-09,0.15
1367,Courtney Rodriguez,South,Tablet,5,300,2024-01-08,2024-01-10,0.0
1368,Holly Farmer,West,Mobile,3,400,2024-02-05,2024-02-08,0.05
1369,Renee Bruce,East,Tablet,5,300,2024-01-26,2024-01-31,0.0
1370,Sabrina Austin,South,Laptop,2,850,2024-02-15,2024-02-18,0.15
1371,Allison Hickman,North,Laptop,5,850,2024-02-27,2024-03-03,0.05
1372,Debra White,North,Tablet,3,300,2024-01-11,2024-01-15,0.1
1373,Ellen Morgan,South,Tablet,5,300,2024-02-04,2024-02-08,0.1
1374,Sergio Knight,South,Laptop,3,850,2024-01-22,2024-01-28,0.0
1375,Charles Schultz,South,Tablet,3,300,2024-02-20,2024-02-26,0.0
1376,Paul Lewis,South,Mobile,5,400,2024-02-06,2024-02-08,0.0
1377,Glen Wood,West,Laptop,5,850,2024-02-10,2024-02-16,0.15
1378,Paula Bradley,West,Tablet,2,300,2024-01-03,2024-01-08,0.0
1379,Anthony Moore,South,Laptop,4,850,2024-01-21,2024-01-25,0.05
1380,Megan Nelson,East,Tablet,2,300,2024-01-27,2024-02-01,0.15
1381,Karla Ramos,South,Tablet,2,300,2024-02-03,2024-02-05,0.1
1382,Paul Wilson,North,Tablet,4,300,2024-01-21,2024-01-23,0.15
1383,Douglas Gregory,South,Tablet,3,300,2024-02-13,2024-02-20,0.1
1384,Mr. Andrew Foster,West,Laptop,2,850,2024-01-18,2024-01-23,0.1
1385,Aimee Turner,North,Mobile,3,400,2024-02-15,2024-02-17,0.15
1386,Chad Scott,North,Mobile,3,400,2024-02-05,2024-02-12,0.1
1387,Adam Burgess,South,Laptop,5,850,2024-02-13,2024-02-18,0.15
1388,James Padilla,East,Mobile,2,400,2024-01-19,2024-01-20,0.1
1389,Sandra Drake,West,Mobile,4,400,2024-02-11,2024-02-14,0.15
1390,Scott Williams,West,Laptop,5,850,2024-01-18,2024-01-23,0.1
1391,Thomas Atkins,West,Laptop,5,850,2024-02-17,2024-02-22,0.05
1392,Laura Mckinney,East,Laptop,5,850,2024-01-15,2024-01-21,0.05
1393,Brian Smith,East,Laptop,4,850,2024-01-22,2024-01-28,0.15
1394,Robert Montgomery,South,Tablet,2,300,2024-01-01,2024-01-06,0.05
1395,Tamara Davis,North,Tablet,4,300,2024-01-31,2024-02-06,0.05
1396,Dana Chapman,West,Mobile,3,400,2024-02-11,2024-02-12,0.0
1397,Jennifer Collins,West,Tablet,1,300,2024-02-28,2024-03-01,0.15
1398,Gary Jackson,North,Laptop,4,850,2024-02-20,2024-02-24,0.05
1399,Ashley Hicks,North,Laptop,1,850,2024-01-20,2024-01-25,0.0
1400,Hannah Luna,West,Mobile,4,400,2024-02-11,2024-02-16,0.15
1401,Robin Young,North,Tablet,4,300,2024-01-18,2024-01-20,0.0
1402,Craig Morrison,East,Laptop,4,850,2024-02-11,2024-02-14,0.05
1403,Mary Thompson,West,Tablet,3,300,2024-02-20,2024-02-23,0.05
1404,Kathleen Webster,East,Tablet,4,300,2024-02-22,2024-02-26,0.1
1405,Joann Glass,North,Mobile,1,400,2024-01-12,2024-01-14,0.15
1406,Madison Weber,South,Laptop,1,850,2024-01-17,2024-01-21,0.05
1407,Lori Hernandez,North,Mobile,3,400,2024-01-20,2024-01-25,0.0
1408,Jeremy Turner,East,Tablet,3,300,2024-02-14,2024-02-16,0.0
1409,Anthony Romero,East,Mobile,3,400,2024-01-11,2024-01-15,0.1
1410,Jesse Brown,West,Tablet,3,300,2024-01-24,2024-01-29,0.05
1411,Angela Lin,South,Laptop,4,850,2024-01-10,2024-01-14,0.1
1412,Lisa Hunter,West,Tablet,5,300,2024-02-28,2024-03-03,0.05
1413,Julian Conner,South,Tablet,5,300,2024-02-25,2024-03-03,0.0
1414,Joanna Pacheco,East,Tablet,3,300,2024-01-05,2024-01-10,0.0
1415,Erica Alvarez,West,Tablet,5,300,2024-01-13,2024-01-18,0.05
1416,Antonio Garcia,South,Mobile,5,400,2024-01-29,2024-01-30,0.05
1417,Gwendolyn Klein,South,Laptop,5,850,2024-01-29,2024-02-05,0.0
1418,Carrie Wright,South,Laptop,5,850,2024-01-27,2024-01-31,0.0
1419,Jeffrey Mills,North,Tablet,3,300,2024-02-16,2024-02-17,0.15
1420,Jake Campbell,South,Laptop,2,850,2024-02-07,2024-02-08,0.0
1421,George Harper,South,Mobile,1,400,2024-02-04,2024-02-05,0.0
1422,Maria Jones,South,Laptop,3,850,2024-01-27,2024-01-29,0.05
1423,Michael Mitchell,South,Mobile,4,400,2024-01-29,2024-02-05,0.15
1424,Mary Escobar,East,Laptop,5,850,2024-01-09,2024-01-15,0.1
1425,Felicia Aguilar,West,Laptop,5,850,2024-01-26,2024-01-31,0.05
1426,Gregory Ponce,South,Laptop,1,850,2024-01-20,2024-01-24,0.15
1427,Jenna Larson,North,Laptop,2,850,2024-01-30,2024-02-02,0.05
1428,Emily Bennett,East,Laptop,1,850,2024-01-03,2024-01-10,0.15
1429,Robin Santiago,South,Laptop,2,850,2024-01-05,2024-01-06,0.0
1430,Nancy Jennings,South,Tablet,1,300,2024-01-16,2024-01-22,0.0
1431,Maria Henderson,West,Mobile,2,400,2024-02-04,2024-02-06,0.0
1432,Jack White,North,Tablet,3,300,2024-01-15,2024-01-22,0.1
1433,Travis Tucker,South,Laptop,3,850,2024-02-26,2024-02-28,0.05
1434,Chad Jones,South,Mobile,3,400,2024-01-04,2024-01-09,0.05
1435,Ashley Wise,North,Tablet,4,300,2024-01-04,2024-01-07,0.15
1436,Sophia Johnson,South,Tablet,4,300,2024-01-27,2024-01-29,0.1
1437,Ralph Anderson,North,Laptop,5,850,2024-01-31,2024-02-02,0.05
1438,Christopher Guerra,South,Tablet,2,300,2024-02-21,2024-02-25,0.0
1439,Rhonda Martin,West,Mobile,5,400,2024-02-03,2024-02-05,0.15
1440,Jason Rhodes,South,Mobile,2,400,2024-01-22,2024-01-28,0.0
1441,Jeremy Mitchell,East,Mobile,1,400,2024-02-04,2024-02-10,0.05
1442,Joann Ferguson,East,Mobile,4,400,2024-02-13,2024-02-18,0.0
1443,Robert Harrison,South,Laptop,5,850,2024-02-16,2024-02-22,0.05
1444,Holly Valentine,West,Laptop,3,850,2024-01-20,2024-01-21,0.05
1445,Mrs. Diane Reyes,West,Tablet,1,300,2024-02-17,2024-02-24,0.15
1446,Tracy Montoya,West,Tablet,5,300,2024-02-15,2024-02-17,0.15
1447,Brenda Wright,South,Tablet,3,300,2024-02-19,2024-02-22,0.15
1448,Shelly Spencer,South,Tablet,3,300,2024-01-20,2024-01-23,0.1
1449,Ryan Rosales,North,Mobile,1,400,2024-02-21,2024-02-27,0.15
1450,Phillip Nelson,West,Laptop,3,850,2024-01-21,2024-01-25,0.0
1451,Brittany Kim,North,Tablet,2,300,2024-01-02,2024-01-05,0.15
1452,Courtney Hayes,West,Laptop,2,850,2024-01-22,2024-01-24,0.15
1453,Alexander Brown,North,Mobile,5,400,2024-02-11,2024-02-17,0.1
1454,Cynthia Vang,West,Mobile,4,400,2024-01-30,2024-02-01,0.1
1455,Alfred Galvan,East,Laptop,5,850,2024-02-01,2024-02-03,0.0
1456,Marie Moody,West,Laptop,1,850,2024-02-18,2024-02-19,0.15
1457,Dustin Gallegos,East,Tablet,2,300,2024-01-05,2024-01-11,0.05
1458,Brenda Thornton,South,Laptop,5,850,2024-01-30,2024-02-02,0.0
1459,Aaron Miller,East,Tablet,4,300,2024-01-02,2024-01-03,0.15
1460,Ruben Dunn,East,Laptop,5,850,2024-02-16,2024-02-19,0.1
1461,Kelsey Rodriguez,East,Tablet,4,300,2024-02-21,2024-02-23,0.0
1462,Eric Williams,North,Tablet,2,300,2024-01-16,2024-01-18,0.1
1463,Riley Bryant,South,Mobile,4,400,2024-01-06,2024-01-09,0.15
1464,Taylor Carlson,East,Tablet,2,300,2024-02-14,2024-02-16,0.1
1465,Jose Allen,South,Tablet,1,300,2024-01-06,2024-01-10,0.15
1466,Jeffrey Mendez,West,Tablet,4,300,2024-01-04,2024-01-10,0.0
1467,Jason Beck,East,Laptop,4,850,2024-02-24,2024-02-28,0.1
1468,William Jones,North,Tablet,1,300,2024-01-15,2024-01-17,0.15
1469,Katie Mcneil,West,Laptop,1,850,2024-02-13,2024-02-16,0.0
1470,Jeanette Harrison,South,Mobile,1,400,2024-01-14,2024-01-19,0.05
1471,Veronica King,South,Laptop,3,850,2024-01-11,2024-01-16,0.05
1472,Richard Cooper,East,Tablet,5,300,2024-01-22,2024-01-26,0.05
1473,Lori Ingram,West,Tablet,3,300,2024-01-04,2024-01-05,0.15
1474,Evelyn Williams,North,Laptop,3,850,2024-02-08,2024-02-15,0.15
1475,Robin Thompson,West,Laptop,3,850,2024-02-20,2024-02-24,0.15
1476,Julie Dominguez,West,Mobile,5,400,2024-03-01,2024-03-05,0.15
1477,Robin Brown,North,Tablet,5,300,2024-02-12,2024-02-16,0.0
1478,Judith Carter,South,Laptop,1,850,2024-01-06,2024-01-09,0.05
1479,Curtis Williams,North,Tablet,2,300,2024-02-17,2024-02-21,0.1
1480,Kaylee Hays,North,Laptop,1,850,2024-01-01,2024-01-04,0.15
1481,Dawn Mullins,South,Mobile,1,400,2024-01-09,2024-01-10,0.05
1482,Howard Norman,East,Mobile,5,400,2024-02-05,2024-02-10,0.15
1483,Evelyn Martinez,North,Laptop,1,850,2024-01-23,2024-01-28,0.0
1484,Steve Paul,East,Mobile,1,400,2024-01-19,2024-01-23,0.15
1485,Jasmine Beltran,South,Tablet,5,300,2024-02-27,2024-02-29,0.05
1486,Jonathan Glass MD,South,Laptop,2,850,2024-01-18,2024-01-21,0.1
1487,Monica Miller,South,Laptop,1,850,2024-01-11,2024-01-15,0.1
1488,Samantha Gardner,North,Mobile,4,400,2024-02-20,2024-02-21,0.1
1489,Bobby Guerrero,South,Laptop,4,850,2024-02-08,2024-02-13,0.05
1490,Lance Simmons,North,Laptop,2,850,2024-01-20,2024-01-21,0.15
1491,Heather Williams,South,Tablet,4,300,2024-02-21,2024-02-28,0.1
1492,Heather Bolton,North,Mobile,4,400,2024-02-22,2024-02-29,0.05
1493,William Gould,South,Mobile,5,400,2024-03-01,2024-03-07,0.05
1494,Mark Cox,South,Mobile,2,400,2024-01-26,2024-01-29,0.1
1495,Meghan Cisneros,South,Tablet,2,300,2024-01-21,2024-01-25,0.1
1496,Lawrence Harrington,West,Mobile,1,400,2024-02-29,2024-03-05,0.05
1497,Austin Osborne,West,Tablet,5,300,2024-01-02,2024-01-08,0.15
1498,James Bradley,South,Mobile,3,400,2024-02-23,2024-02-29,0.0
1499,Meghan Rush,West,Tablet,4,300,2024-01-09,2024-01-15,0.1
1500,Phillip Berry,East,Mobile,2,400,2024-02-15,2024-02-19,0.15
1501,Jennifer Banks,South,Mobile,5,400,2024-01-31,2024-02-05,0.15
1502,Brian Fitzgerald,East,Tablet,1,300,2024-02-20,2024-02-23,0.0
1503,Mr. Justin Green III,South,Laptop,3,850,2024-01-11,2024-01-17,0.0
1504,Zachary Mitchell,North,Mobile,4,400,2024-01-07,2024-01-08,0.0
1505,Katherine Martinez,South,Laptop,5,850,2024-02-17,2024-02-22,0.05
1506,Jodi Roach,North,Mobile,4,400,2024-01-30,2024-02-06,0.05
1507,Brandon Fleming,East,Laptop,4,850,2024-01-07,2024-01-10,0.15
1508,Emma Reed,South,Laptop,2,850,2024-01-23,2024-01-26,0.1
1509,Joshua Vance,East,Laptop,5,850,2024-01-31,2024-02-03,0.15
1510,Michelle Ho,East,Mobile,4,400,2024-01-21,2024-01-22,0.1
1511,Rebecca Hicks,East,Tablet,1,300,2024-01-02,2024-01-09,0.1
1512,Curtis Taylor,West,Tablet,2,300,2024-02-29,2024-03-06,0.05
1513,Allison Spencer,South,Tablet,2,300,2024-01-22,2024-01-27,0.15
1514,Robert Arnold,South,Laptop,4,850,2024-02-10,2024-02-12,0.05
1515,Angelica Parker,South,Mobile,1,400,2024-02-17,2024-02-22,0.05
1516,Dr. Kelly Hammond DVM,West,Tablet,4,300,2024-01-25,2024-01-26,0.05
1517,William Day,North,Mobile,1,400,2024-02-06,2024-02-07,0.05
1518,Michael Cooper,South,Mobile,2,400,2024-01-30,2024-01-31,0.1
1519,Penny Bowman,East,Tablet,3,300,2024-02-08,2024-02-12,0.15
1520,Vincent Reynolds,North,Mobile,3,400,2024-02-24,2024-02-28,0.05
1521,Amy Martinez,North,Tablet,5,300,2024-01-06,2024-01-12,0.05
1522,Christopher Morris,North,Laptop,2,850,2024-01-20,2024-01-21,0.05
1523,Hannah Everett,West,Tablet,2,300,2024-02-02,2024-02-06,0.15
1524,Sarah King,West,Tablet,4,300,2024-01-28,2024-01-30,0.15
1525,Krista Martinez,West,Tablet,2,300,2024-02-01,2024-02-04,0.05
1526,Joseph Shaw,East,Mobile,4,400,2024-02-09,2024-02-10,0.1
1527,Todd Moore,South,Mobile,2,400,2024-01-13,2024-01-20,0.15
1528,Michelle Jacobs,South,Mobile,4,400,2024-01-27,2024-02-02,0.15
1529,Kristy Bryan,North,Laptop,1,850,2024-02-06,2024-02-07,0.05
1530,Angel May,West,Laptop,3,850,2024-01-15,2024-01-20,0.1
1531,Marilyn Wang,East,Mobile,5,400,2024-02-17,2024-02-24,0.15
1532,Mark Jimenez,East,Tablet,1,300,2024-01-18,2024-01-25,0.1
1533,Donna Frye,East,Tablet,4,300,2024-02-04,2024-02-06,0.15
1534,Dr. Michael Evans,South,Tablet,2,300,2024-01-20,2024-01-27,0.0
1535,Anthony Gonzales,South,Mobile,3,400,2024-02-25,2024-03-03,0.0
1536,Mr. Lawrence Edwards,South,Laptop,2,850,2024-01-14,2024-01-21,0.1
1537,Morgan Valencia,West,Laptop,5,850,2024-01-09,2024-01-16,0.05
1538,Bianca Wood,West,Laptop,5,850,2024-01-23,2024-01-28,0.1
1539,Emma Owens,East,Mobile,3,400,2024-01-19,2024-01-24,0.1
1540,David Davis,West,Laptop,4,850,2024-02-28,2024-02-29,0.1
1541,James Gilbert,West,Tablet,2,300,2024-01-16,2024-01-18,0.1
1542,Sean Moore,South,Tablet,4,300,2024-02-01,2024-02-03,0.1
1543,Kenneth Edwards,South,Mobile,4,400,2024-01-05,2024-01-11,0.0
1544,Kathleen Robertson,South,Tablet,3,300,2024-02-14,2024-02-17,0.15
1545,Mr. Alexander Landry MD,South,Mobile,5,400,2024-01-01,2024-01-08,0.0
1546,Cindy Gomez,West,Tablet,3,300,2024-02-24,2024-02-25,0.15
1547,Johnny Khan,North,Mobile,2,400,2024-02-01,2024-02-04,0.1
1548,Julie Herrera,North,Mobile,5,400,2024-02-06,2024-02-08,0.15
1549,Jessica Khan,East,Tablet,1,300,2024-01-03,2024-01-04,0.15
1550,Pamela Diaz,South,Laptop,2,850,2024-01-29,2024-02-02,0.0
1551,Kelly Lee,West,Laptop,2,850,2024-02-26,2024-03-03,0.1
1552,Angel Gordon,East,Mobile,1,400,2024-02-11,2024-02-14,0.1
1553,Diana Hays,West,Mobile,2,400,2024-01-04,2024-01-08,0.1
1554,Barbara Hester,West,Mobile,1,400,2024-02-15,2024-02-16,0.0
1555,Robert Morgan,South,Mobile,1,400,2024-01-09,2024-01-14,0.05
1556,Nicole Gonzalez,South,Laptop,1,850,2024-02-14,2024-02-17,0.0
1557,Kathryn Williams,South,Tablet,2,300,2024-01-31,2024-02-01,0.05
1558,Gary Wells,North,Laptop,1,850,2024-01-07,2024-01-10,0.1
1559,Larry Robertson,West,Laptop,4,850,2024-02-19,2024-02-26,0.05
1560,Louis Martin,South,Laptop,5,850,2024-02-06,2024-02-07,0.05
1561,Nancy Evans MD,South,Mobile,2,400,2024-02-10,2024-02-16,0.05
1562,Kim Erickson,East,Tablet,4,300,2024-02-25,2024-02-27,0.0
1563,Robert Richardson,North,Laptop,1,850,2024-02-07,2024-02-13,0.15
1564,Veronica Silva,North,Mobile,3,400,2024-02-20,2024-02-22,0.05
1565,Molly Watts,East,Tablet,1,300,2024-01-16,2024-01-21,0.1
1566,John Coffey,South,Tablet,3,300,2024-01-14,2024-01-19,0.05
1567,Paula Lane,South,Mobile,1,400,2024-02-20,2024-02-27,0.05
1568,Lauren Jackson,East,Mobile,1,400,2024-01-16,2024-01-20,0.0
1569,Lisa Randall,North,Mobile,3,400,2024-01-09,2024-01-13,0.15
1570,Michael Johnson,East,Tablet,2,300,2024-02-18,2024-02-22,0.0
1571,Ashley Smith,East,Tablet,1,300,2024-01-01,2024-01-04,0.05
1572,Christian Vaughn,South,Laptop,4,850,2024-02-02,2024-02-05,0.15
1573,Reginald Knapp,North,Tablet,4,300,2024-01-06,2024-01-12,0.05
1574,Nancy Brown,West,Laptop,3,850,2024-01-06,2024-01-11,0.05
1575,Daniel Nguyen,North,Tablet,3,300,2024-01-26,2024-01-31,0.0
1576,Kelly Edwards,East,Tablet,4,300,2024-02-16,2024-02-23,0.05
1577,Thomas Peterson,South,Laptop,1,850,2024-02-29,2024-03-04,0.0
1578,Raymond Le,East,Tablet,5,300,2024-01-04,2024-01-07,0.05
1579,Melissa Bishop,South,Laptop,2,850,2024-02-14,2024-02-15,0.05
1580,David Grant,West,Mobile,5,400,2024-02-03,2024-02-10,0.1
1581,William Evans,East,Mobile,2,400,2024-02-17,2024-02-24,0.1
1582,Daniel Bush,East,Laptop,3,850,2024-02-21,2024-02-25,0.1
1583,Gregory Peck,South,Mobile,5,400,2024-02-10,2024-02-11,0.15
1584,Denise Martinez,North,Tablet,3,300,2024-01-04,2024-01-08,0.05
1585,Jamie Baird,West,Laptop,3,850,2024-02-19,2024-02-20,0.0
1586,Tina Ballard,West,Tablet,5,300,2024-01-01,2024-01-02,0.0
1587,Dwayne Klein,West,Laptop,4,850,2024-01-24,2024-01-28,0.05
1588,Jeremy Scott,West,Laptop,5,850,2024-02-21,2024-02-27,0.15
1589,Dale Ryan,North,Mobile,2,400,2024-01-27,2024-02-02,0.1
1590,Melissa Taylor,West,Laptop,5,850,2024-01-24,2024-01-25,0.0
1591,Laurie Sanchez,South,Laptop,5,850,2024-01-03,2024-01-07,0.0
1592,Kiara Little,East,Mobile,3,400,2024-01-21,2024-01-22,0.15
1593,Jason Love,West,Mobile,2,400,2024-01-19,2024-01-24,0.1
1594,Randy Smith,West,Mobile,3,400,2024-02-07,2024-02-11,0.05
1595,Tanya Russell,West,Laptop,1,850,2024-02-29,2024-03-04,0.0
1596,Sherry Woods,North,Tablet,3,300,2024-02-10,2024-02-17,0.0
1597,Victor Morris,East,Laptop,4,850,2024-02-24,2024-03-01,0.1
1598,Susan Davis,East,Laptop,5,850,2024-01-16,2024-01-20,0.15
1599,Kimberly Sharp,South,Laptop,3,850,2024-01-06,2024-01-07,0.05
1600,Susan Thompson,East,Tablet,3,300,2024-01-30,2024-02-05,0.0
1601,Casey Gillespie,East,Tablet,2,300,2024-02-10,2024-02-17,0.15
1602,Jennifer Simpson DVM,West,Tablet,5,300,2024-01-04,2024-01-08,0.05
1603,Tammy Mcdowell,North,Mobile,3,400,2024-02-24,2024-02-27,0.15
1604,Keith Rodriguez,West,Mobile,4,400,2024-01-18,2024-01-20,0.0
1605,Mrs. Virginia Daniels,West,Laptop,5,850,2024-01-07,2024-01-09,0.0
1606,Todd Rosales MD,North,Mobile,4,400,2024-01-21,2024-01-25,0.0
1607,Brian Martin,East,Laptop,4,850,2024-01-20,2024-01-24,0.1
1608,David Lopez,East,Laptop,2,850,2024-02-21,2024-02-27,0.1
1609,Rachel Bradley,North,Laptop,3,850,2024-01-10,2024-01-11,0.05
1610,Casey Chase,North,Mobile,5,400,2024-01-04,2024-01-10,0.1
1611,Samantha Robertson,West,Laptop,1,850,2024-03-01,2024-03-05,0.15
1612,Michael Lopez,East,Laptop,4,850,2024-01-07,2024-01-14,0.05
1613,Franklin Wright,West,Laptop,1,850,2024-02-23,2024-03-01,0.05
1614,David Molina,North,Laptop,4,850,2024-01-24,2024-01-30,0.0
1615,Elizabeth Sharp,West,Laptop,1,850,2024-01-05,2024-01-07,0.15
1616,Matthew Schwartz,East,Laptop,3,850,2024-01-08,2024-01-09,0.15
1617,Bryan Parker,South,Laptop,5,850,2024-01-28,2024-02-04,0.15
1618,Jonathan Jacobson,North,Laptop,4,850,2024-02-13,2024-02-17,0.05
1619,Emily Wilson,West,Laptop,2,850,2024-01-18,2024-01-21,0.15
1620,Elizabeth Mendez,North,Laptop,5,850,2024-02-09,2024-02-14,0.05
1621,Casey Hernandez,East,Mobile,4,400,2024-02-26,2024-03-02,0.15
1622,Lisa Perry,West,Laptop,3,850,2024-01-25,2024-01-27,0.15
1623,Kaitlin Medina,South,Tablet,5,300,2024-01-16,2024-01-22,0.0
1624,Colleen Wright,North,Tablet,3,300,2024-01-31,2024-02-05,0.15
1625,Shelley Miller,West,Tablet,5,300,2024-01-21,2024-01-25,0.1
1626,Michael Miller,North,Laptop,3,850,2024-02-08,2024-02-10,0.0
1627,Amy Kelley,West,Laptop,4,850,2024-02-03,2024-02-06,0.05
1628,Laura Hernandez,East,Laptop,2,850,2024-02-12,2024-02-14,0.1
1629,Joseph Wilson,North,Laptop,5,850,2024-02-24,2024-03-02,0.15
1630,Kevin Davis,North,Laptop,2,850,2024-01-16,2024-01-21,0.1
1631,Rhonda Chavez,West,Tablet,1,300,2024-02-15,2024-02-21,0.1
1632,Joyce Brown,North,Tablet,2,300,2024-02-23,2024-03-01,0.15
1633,Robert Cummings,West,Laptop,4,850,2024-01-03,2024-01-04,0.0
1634,Robert Reese,East,Tablet,2,300,2024-01-02,2024-01-07,0.15
1635,Amber Cooper,North,Mobile,5,400,2024-01-13,2024-01-20,0.05
1636,Zachary Michael,East,Tablet,2,300,2024-02-28,2024-03-06,0.1
1637,Timothy Johnson,East,Laptop,2,850,2024-02-07,2024-02-13,0.05
1638,Randy Cannon,East,Tablet,3,300,2024-01-05,2024-01-08,0.15
1639,Maria Fisher,South,Mobile,3,400,2024-01-21,2024-01-23,0.05
1640,Janet Kane DVM,North,Tablet,4,300,2024-02-11,2024-02-14,0.05
1641,Michael Stanley,North,Laptop,5,850,2024-02-22,2024-02-24,0.15
1642,Martha Bailey,South,Tablet,3,300,2024-01-09,2024-01-11,0.0
1643,Joshua Rice,West,Tablet,1,300,2024-01-12,2024-01-17,0.1
1644,Courtney Smith,North,Tablet,5,300,2024-01-07,2024-01-11,0.05
1645,Edwin Nunez,West,Tablet,1,300,2024-01-16,2024-01-19,0.1
1646,Kim Morrow,South,Tablet,1,300,2024-02-22,2024-02-28,0.1
1647,Gregory Hill,North,Laptop,3,850,2024-01-14,2024-01-16,0.0
1648,Molly Rodriguez,South,Mobile,1,400,2024-02-16,2024-02-17,0.0
1649,Jennifer Miranda,South,Mobile,4,400,2024-01-11,2024-01-15,0.15
1650,Alexis Harris,West,Mobile,5,400,2024-01-25,2024-01-26,0.15
1651,Andrew Harper,North,Laptop,4,850,2024-01-05,2024-01-12,0.0
1652,Amber Yang,North,Laptop,3,850,2024-01-17,2024-01-18,0.0
1653,David Robinson,East,Laptop,4,850,2024-01-11,2024-01-17,0.0
1654,Amy Gordon,South,Mobile,5,400,2024-02-09,2024-02-13,0.0
1655,Robert Dennis,East,Tablet,2,300,2024-02-08,2024-02-12,0.05
1656,Kyle Chambers,North,Laptop,3,850,2024-01-14,2024-01-16,0.15
1657,Eric Thomas,East,Tablet,3,300,2024-01-20,2024-01-22,0.0
1658,Connie Turner,West,Mobile,5,400,2024-02-05,2024-02-12,0.15
1659,Travis Hobbs,North,Laptop,3,850,2024-01-01,2024-01-05,0.0
1660,Lori Simmons,East,Tablet,5,300,2024-01-31,2024-02-02,0.0
1661,William David DDS,South,Laptop,2,850,2024-02-10,2024-02-13,0.0
1662,Emma Butler,South,Laptop,3,850,2024-02-20,2024-02-24,0.15
1663,James Webster,West,Tablet,3,300,2024-01-06,2024-01-12,0.15
1664,Samuel Turner,East,Mobile,4,400,2024-01-24,2024-01-26,0.15
1665,Renee Melendez,North,Mobile,4,400,2024-01-30,2024-02-02,0.05
1666,Tracy Grant,East,Tablet,1,300,2024-01-10,2024-01-17,0.0
1667,David Harris,West,Tablet,3,300,2024-02-21,2024-02-26,0.15
1668,Tammy Boone,South,Tablet,1,300,2024-02-23,2024-02-27,0.15
1669,Nathaniel Lee,South,Tablet,2,300,2024-01-31,2024-02-03,0.0
1670,Michael Morrison,East,Tablet,1,300,2024-02-02,2024-02-07,0.05
1671,Chelsea Gill,West,Mobile,2,400,2024-03-01,2024-03-03,0.05
1672,Kristin Mendoza,West,Laptop,1,850,2024-01-28,2024-01-29,0.15
1673,Felicia Krueger,North,Tablet,2,300,2024-02-23,2024-02-28,0.1
1674,Timothy Hayden,North,Tablet,1,300,2024-01-06,2024-01-10,0.15
1675,Zachary Mendoza,South,Mobile,5,400,2024-01-30,2024-02-06,0.0
1676,Larry Harris,East,Laptop,4,850,2024-01-10,2024-01-12,0.0
1677,Kristen Rowe,South,Tablet,1,300,2024-02-20,2024-02-23,0.1
1678,Joseph Howard,East,Mobile,4,400,2024-02-11,2024-02-15,0.15
1679,Jose Crawford,East,Laptop,3,850,2024-01-26,2024-01-28,0.15
1680,William Harrison,South,Mobile,3,400,2024-02-14,2024-02-16,0.0
1681,Suzanne Wood,North,Mobile,3,400,2024-01-02,2024-01-05,0.1
1682,Justin Walker,West,Mobile,4,400,2024-02-24,2024-03-01,0.0
1683,Dean Donovan,North,Laptop,3,850,2024-02-17,2024-02-21,0.1
1684,Jennifer Hernandez,West,Tablet,4,300,2024-02-08,2024-02-14,0.0
1685,James Whitaker,South,Mobile,2,400,2024-02-28,2024-03-06,0.15
1686,Mr. Michael Scott PhD,East,Tablet,3,300,2024-02-22,2024-02-23,0.05
1687,Maria Henry,West,Mobile,5,400,2024-01-26,2024-01-28,0.0
1688,Robert Jackson,East,Laptop,2,850,2024-02-23,2024-02-24,0.05
1689,Katherine Stark,North,Mobile,1,400,2024-02-28,2024-03-02,0.05
